S_curve_1,S_curve_2,S_curve_3,S_curve_4,S_curve_5,S_curve_6,S_curve_7,S_curve_8,S_curve_9,S_curve_10,S_curve_11,S_curve_12,S_curve_13,S_curve_14,S_curve_15,S_curve_16,S_curve_17,S_curve_18,S_curve_19,S_curve_20,S_curve_21,S_curve_22,S_curve_23,S_curve_24,S_curve_25,S_curve_26,S_curve_27,S_curve_28,S_curve_29,S_curve_30
0.9995521399013377,0.9999959336215672,0.994276800831639,0.9966459490764383,0.9925759431640497,0.994941383155284,0.8862558039346007,0.9999983942372971,0.9999942040761503,0.998514052892188,0.7134050116098133,0.8263733063520367,0.9992058106667717,0.999999789824179,0.9999994606336366,0.9824194646746095,0.9940765324783446,0.9425393665078114,0.7573654079083937,0.9961086601206786,0.9770255846363923,0.9995838372894128,0.9976727102635052,0.9999997444932629,0.9999355615576472,0.9993830436120618,0.9920178543819531,0.9871210042438683,0.998183690917234,0.9989293435739958
0.999571138787609,0.9999961370038145,0.9946178059354387,0.9967823738641189,0.9930165150968483,0.9952821798650511,0.8890862417360004,0.9999985150551999,0.9999944572663109,0.9985574603168013,0.7181092820423183,0.8298911310381663,0.9992415051390844,0.9999998055184455,0.9999994954153525,0.9827799645023878,0.9942418762083522,0.9437919667597033,0.7646545866062757,0.9963106748237546,0.9782949326957614,0.999615175224454,0.9978039482060036,0.9999997604549348,0.99993812902535,0.9994191933124892,0.9926161243396144,0.9874772745822218,0.9982310835214973,0.998977235090387
0.9995893320442192,0.9999963302138192,0.9949385963783695,0.9969132668097505,0.9934311148353351,0.9956001187877938,0.8918548408517483,0.9999986267827526,0.9999946993961265,0.9985996015039167,0.7227663421540396,0.8333520548697395,0.9992755965029093,0.9999998200407887,0.999999527954127,0.9831331989718869,0.9944026306309716,0.9450188540599975,0.7717907683161124,0.9965022389775421,0.9794956204634407,0.9996441541865789,0.9979278008952963,0.9999997754194707,0.999940594201648,0.9994532260304189,0.9931698620877697,0.9878238110184882,0.9982772416538842,0.9990229864673189
0.999606753805627,0.9999965137603469,0.9952403585108182,0.9970388508520264,0.9938212535212952,0.9958967198025938,0.894562526643975,0.9999987301039116,0.9999949309487515,0.998640513288542,0.7273756729275355,0.8367564157205761,0.9993081566547749,0.9999998334787186,0.9999995583945988,0.9834793093498384,0.9945589216966483,0.9462204873263301,0.7787731690617287,0.9966838894799374,0.9806312032245397,0.9996709516264515,0.9980446822421553,0.9999997894491627,0.9999429611614956,0.9994852656077918,0.9936823377750068,0.9881608728606249,0.9983221973597035,0.9990666931584345
0.9996234367623007,0.9999966881267166,0.9955242104446572,0.9971593400542429,0.9941883566751023,0.9961734034523363,0.8972102322106489,0.999998825651174,0.9999951523862349,0.998680231440045,0.7319367911821874,0.8401045744984984,0.9993392542757615,0.99999984591321,0.9999995868720791,0.9838184343658924,0.9947108719780408,0.9473973202855858,0.785601279898551,0.9968561360227984,0.9817050693099325,0.9996957316638905,0.9981549831442884,0.9999998026024107,0.9999452338175506,0.9995154286568845,0.9941565878632568,0.9884887128715298,0.9983659818580722,0.9991084463760247
0.9996394122216135,0.9999968537720751,0.9957912058173178,0.9972749399489071,0.9945337687802567,0.9964314972105278,0.8997988970320739,0.9999989140094468,0.9999953641504427,0.9987187906926448,0.7364492492954803,0.8433969140586703,0.9993689549745179,0.9999998574191925,0.9999996135131538,0.9841507102495505,0.9948586007562488,0.9485498013930874,0.7922748564031041,0.9970194624322847,0.9827204460516222,0.99971864608678,0.998259072745551,0.9999998149339671,0.9999474159266369,0.9995438249806556,0.9945954308893241,0.9888075774142456,0.9984086255629241,0.9991483332780824
0.9996547101661869,0.9999970111326052,0.9960423373671402,0.9973858478696669,0.9948587576538245,0.9966722413825422,0.9023294656740828,0.9999989957196298,0.9999955666639379,0.998756224775046,0.740912634879387,0.8466338381269493,0.9993973214239845,0.9999998680659993,0.9999996384362461,0.9844762707669337,0.9950022241050847,0.9496783737600752,0.7987939076248392,0.997174327947073,0.9836804057462296,0.9997398352755009,0.9983572996284958,0.9999998264951632,0.9999495110959469,0.9995705579688497,0.9950014823017942,0.9891177065950799,0.9984501581035002,0.9991864371472321
0.9996693593097875,0.9999971606226733,0.9962785403271809,0.9974922532709732,0.9951645186089332,0.9968967946585875,0.9048028865476152,0.9999990712819254,0.9999957603308253,0.9987925664392473,0.7453265704138288,0.8498157702349565,0.9994244134920971,0.9999998779177866,0.9999996617521419,0.9847952472573674,0.9951418549734168,0.9507834750891505,0.8051586845955775,0.9973211684369226,0.9845878715938977,0.9997594290583816,0.9984499929435373,0.9999998373341239,0.999951522789,0.9995957249712281,0.9953771684062479,0.9894193344045963,0.9984906083443305,0.9992228375618741
0.999683387150878,0.9999973026359227,0.9965006956446785,0.9975943380358717,0.9954521784158319,0.9971062393354588,0.9072201107242208,0.9999991411589004,0.9999959455375577,0.998827847488539,0.7496907128392295,0.852943152668448,0.9994502883667283,0.9999998870339207,0.9999996835644831,0.9851077686697651,0.9952776032656173,0.9518655376173518,0.8113696684885403,0.9974603975640062,0.9854456235844732,0.9997775475032704,0.9985374634778833,0.9999998474959676,0.9999534543313616,0.999619417649235,0.9957247394542449,0.9897126888564441,0.9985300044047216,0.9992576105598734
0.9996968200239204,0.999997437546308,0.9967096330333516,0.9976922767723182,0.9957227990682855,0.9973015862237959,0.9095820908068938,0.9999992057783191,0.9999961226537056,0.9988620988047159,0.7540047531102307,0.8560164454304615,0.9994750006751189,0.9999998954693341,0.9999997039702281,0.9854139615987939,0.9954095759201451,0.9529249880665495,0.8174275585150393,0.9975924078893683,0.9862563043069433,0.9997943016499589,0.9986200046672425,0.9999998570229944,0.999955308916137,0.9996417223073218,0.9960462819132085,0.9899979921239966,0.9985683736777615,0.9992908287951086
0.9997096831485249,0.9999975657090806,0.9969061338656479,0.9977862370984026,0.9959773813622322,0.997483779257159,0.9118897798555179,0.9999992655357602,0.9999962920326965,0.9988953503745243,0.7582684157126591,0.8590361252205932,0.9994986025980304,0.9999999032748574,0.9999997230600833,0.9857139503208076,0.9955378769862931,0.9539622476008455,0.8233332596424371,0.9977175719268089,0.9870224246618274,0.9998097941878434,0.9986978935532024,0.9999998659548619,0.9999570896092445,0.9996627202050937,0.9963437299553254,0.9902754606747702,0.9986057428488491,0.9993225616871843
0.9997220006765336,0.9999976874617246,0.997090933911944,0.9978763799168524,0.9962168682937448,0.997653699818757,0.9141441303660931,0.9999993207970391,0.9999964540125182,0.9989276313153662,0.7624814581458647,0.8620026844316504,0.9995211439788584,0.9999999104975261,0.9999997409189053,0.9860078568295353,0.995662607699135,0.9549777317906732,0.8290878702121439,0.9978362431464262,0.9877463694595584,0.9998241200828898,0.9987713916890342,0.9999998743287497,0.9999587993544797,0.999682487851374,0.9966188762039611,0.9905453054026091,0.9986421379137648,0.9993528755645974
0.999733795737125,0.9999978031248441,0.9972647259335785,0.9979628596791824,0.9964421482833719,0.9978121708011395,0.9163460933028088,0.999999371900448,0.9999966089163947,0.9989589699002763,0.7666436703725626,0.8649166301648104,0.9995426724279148,0.9999999171808633,0.9999997576260787,0.9862958008715079,0.995783866552701,0.9559718505832966,0.8346926695312269,0.9979487569299864,0.9884304028908689,0.9998373671576681,0.998840745996566,0.9999998821795152,0.9999604409783798,0.9997010972812216,0.9968733817760248,0.9908077317576187,0.9986775841962909,0.9993818338016381
0.9997450904800219,0.9999979130030087,0.9974281621364359,0.998045824639848,0.9966540582339246,0.9979599604136147,0.9184966171819448,0.999999419158825,0.9999967570534303,0.998989393582197,0.7707548742383248,0.8677784832643199,0.999563233422097,0.9999999233651414,0.9999997732558693,0.9865778999812139,0.9959017493714154,0.9569450082794229,0.8401491055057904,0.9980554314802184,0.9890766738578567,0.9998496166279539,0.9989061895766442,0.9999998895398385,0.9999620171948903,0.9997186163168794,0.9971087856582689,0.9910629398738332,0.9987121063653909,0.9994094969492923
0.9997559061168814,0.9999980173855553,0.9975818564916336,0.998125417100746,0.996853386428716,0.9980977857515739,0.9205966472064989,0.9999994628614711,0.9999968987192266,0.9990189290175668,0.7748149228628557,0.8705887773726538,0.9995828704001396,0.9999999290876268,0.999999787877753,0.9868542695159711,0.996016349379826,0.957897603515639,0.8454587823787085,0.9981565686860647,0.9896872211567606,0.9998609435991219,0.9989679424755857,0.9999998964403575,0.9999635306098509,0.9997351088135754,0.9973265134547463,0.991311124694618,0.9987457284519594,0.999435922860402
0.9997662629609443,0.999998116547349,0.9977263869296629,0.998201773646401,0.9970408752771711,0.9982263161413127,0.9226471244503709,0.9999995032759201,0.9999970341964725,0.9990476020892408,0.7788237000051952,0.8733480580069558,0.9996016248536457,0.9999999343828022,0.9999998015567261,0.9871250226905036,0.9961277572706603,0.9588300292524004,0.8506234486286516,0.9982524549458521,0.9902639785055625,0.9998714175253393,0.9990262124099123,0.9999999029097965,0.9999649837252985,0.9997506348910492,0.9975278855416834,0.9915524760957942,0.9987784738651551,0.9994611668093318
0.9997761804650125,0.9999982107495078,0.997862297414149,0.9982750253701671,0.9972172239146052,0.9983461762733449,0.9246489850908723,0.9999995406495764,0.9999971637555082,0.9990754379287644,0.782781119404962,0.8760568816574897,0.9996195364140791,0.9999999392825757,0.9999998143535933,0.9873902706112174,0.9962360612712381,0.9597426727672987,0.8556449850816804,0.9983433619502713,0.9908087794113593,0.9998811026343251,0.9990811954515534,0.9999999089750856,0.9999663789436032,0.9997652511516216,0.9977141246648491,0.9917871790064927,0.9988103654083215,0.9994852816063784
0.9997856772578307,0.99999830024009,0.9979900999011752,0.9983452980917599,0.9973830906628175,0.9984579491366011,0.9266031596882822,0.9999995752112295,0.9999972876548637,0.9991024609380132,0.7866871241017434,0.8787158149087311,0.9996366429358948,0.9999999438164728,0.9999998263252385,0.9876501223101587,0.9963413472082727,0.9606359156533515,0.8605253932811053,0.9984295474269897,0.991323361874065,0.9998900583202512,0.9991330766755929,0.999999914661472,0.9999677185714345,0.9997790108855884,0.9978863630132226,0.9920154135277373,0.998841425294511,0.9995083177071461
0.9997947711789323,0.9999983852547468,0.9981102761899092,0.9984127125664314,0.9975390953579838,0.9985621787653196,0.9285105725111262,0.9999996071724555,0.999997406141777,0.9991286948102227,0.7905416857347047,0.8813254335836399,0.9996529805759795,0.9999999480118147,0.9999998375248771,0.9879046847786543,0.9964436985710937,0.9615101338220544,0.8652667841558088,0.9985112558486559,0.9918093729243886,0.9998983395071643,0.9991820307725394,0.9999999199926262,0.9999690048235755,0.999791964264664,0.9980456488013737,0.9922373550487633,0.9988716751616187,0.999530323317111
0.9998034793120184,0.9999984660173441,0.9982232796700521,0.9984773846860866,0.9976858215521496,0.9986593728098428,0.9303721409058185,0.9999996367289107,0.9999975194526844,0.9991541625504183,0.7943448038244582,0.8838863219115727,0.9996685838695586,0.9999999518938815,0.9999998480022927,0.9881540630006213,0.9965431965733191,0.9623656975109557,0.8698713670219085,0.9985887191059798,0.992268372995263,0.999905996985129,0.9992282226270034,0.9999999249907395,0.9999702398265801,0.9998041585241674,0.9981929523915367,0.9924531743610812,0.9989011360871335,0.9995513444915775
0.9998118180169296,0.99999854274055,0.9983295369714078,0.9985394256726318,0.9978238185944325,0.9987500049419707,0.9321887747092845,0.9999996640615306,0.9999976278136948,0.9991788864952653,0.7980965050391989,0.8863990717202007,0.999683485802731,0.9999999554860661,0.999999857804059,0.9883983599855403,0.9966399202130138,0.9632029712955087,0.8743414389475204,0.998662157147514,0.9927018401269305,0.9999130777211386,0.9992718078645667,0.9999999296766174,0.9999714256222882,0.9998156381346021,0.9983291719848773,0.992663037770296,0.9989298286025221,0.9995714252312294
0.99981980296027,0.9999986156263969,0.99842944952066,0.9985989422638397,0.9979536035978378,0.9988345171049587,0.9339613757031534,0.9999996893376372,0.9999977314410395,0.9992028883323558,0.8017968424470698,0.8888642816517363,0.9996977178817757,0.9999999588100147,0.9999998669737457,0.9886376768010865,0.9967339463313596,0.9640223141049725,0.8786793745054833,0.9987317785876916,0.9931111740067999,0.9999196251466754,0.9993129333685464,0.9999999340697657,0.9999725641711988,0.9998264449632404,0.9984551389099815,0.9928671072056944,0.9989577727072462,0.9995906075734661
0.9998274491447379,0.9999986848668124,0.9985233950102244,0.998656036892002,0.9980756632973858,0.9989133216177091,0.9356908371081073,0.9999997127119625,0.9999978305415039,0.9992261891189452,0.8054458947566733,0.8912825564036808,0.9997113101993739,0.9999999618857572,0.9999998755521137,0.9888721126054135,0.9968253496698711,0.9648240792421389,0.8828876159342789,0.998797781284615,0.9934976998459405,0.9999256794236728,0.9993517377682655,0.999999938188471,0.9999736573557106,0.9998366184262935,0.9985716225351131,0.9930655403276194,0.9989849878824306,0.9996089316797068
0.9998347709372222,0.9999987506441242,0.9986117287838262,0.998710807855635,0.9981904558050383,0.9989868031421871,0.9373780431169518,0.9999997343275977,0.9999979253128406,0.9992488093001552,0.8090437655475902,0.8936545059942445,0.999724291497882,0.9999999647318277,0.9999998835772947,0.9891017646790812,0.9969142029261885,0.9656086144066643,0.8869686637230205,0.9988603528890287,0.9938626720947247,0.999931277690497,0.9993883519003639,0.999999942049878,0.9999747069832314,0.9998461956322109,0.9986793348293294,0.993258490632644,0.9990114931041832,0.9996264359188376
0.9998417820957094,0.9999988131315414,0.9986947851432592,0.9987633494844967,0.998298412266692,0.9990553205225822,0.9390238684649809,0.9999997543168666,0.9999980159441632,0.9992707687266591,0.8125905824927262,0.8959807450525235,0.999736689229786,0.9999999673653761,0.9999998910849618,0.9893267284566264,0.9970005768084729,0.9663762617218026,0.8909250676323417,0.998919671365847,0.994207278000665,0.9999364542894427,0.9994228992446046,0.9999999456700605,0.9999757147891655,0.9998552115166249,0.9987789345961358,0.99344610755657,0.9990373068565799,0.9996431569469725
0.9998484957950579,0.9999988724936099,0.9987728785805555,0.9988137522981588,0.9983999384263029,0.9991192085042628,0.9406291780362053,0.9999997728021374,0.9999981026163246,0.9992920866718606,0.8160864965742337,0.89826189213345,0.9997485296154618,0.9999999698022719,0.9999998981084874,0.9895470975577733,0.9970845400884389,0.9671273577643312,0.8947594181592379,0.9989759054895491,0.9945326410119252,0.9999412409771334,0.9994554963355518,0.9999999490640877,0.9999766824397822,0.9998636989694226,0.998871031401964,0.9936285365752657,0.9990624471443205,0.9996591297836847
0.9998549246516824,0.9999989288866453,0.99884630493962,0.9988621031583778,0.9984954161019838,0.9991787793401011,0.9421948265040236,0.9999997898965711,0.9999981855022769,0.9993127818485843,0.8195316812947048,0.9004985690574795,0.9997598376983593,0.9999999720571996,0.9999999046790919,0.9897629638182732,0.9971661596530534,0.9678622335974798,0.8984743384504819,0.9990292153147008,0.9948398240303459,0.9999456671191024,0.9994862531514327,0.999999952246088,0.9999776115349688,0.9998716889544048,0.9989561892204323,0.9938059193033711,0.9990869315050658,0.9996743878848655
0.9998610807471973,0.999998982459146,0.9989153425111689,0.9989084854154958,0.9985852045787126,0.9992343242913084,0.9437216580049221,0.999999805704815,0.9999982647674178,0.9993328724252873,0.8229263318852686,0.9026914002749182,0.9997706373977248,0.9999999741437471,0.9999999108259827,0.9899744173203813,0.9972455005549253,0.9685812148066708,0.902072476666083,0.9990797526228025,0.9951298325181046,0.9999497598697475,0.9995152734814226,0.9999999552293064,0.9999785036108745,0.9998792106219612,0.9990349298120611,0.9939783935908895,0.9991107770214595,0.9996889632123587
0.9998669756510596,0.999999033352182,0.9989802530646427,0.9989529790490935,0.9986696419220852,0.9992861150295042,0.945210505843807,0.9999998203236423,0.9999983405699185,0.9993523760418084,0.8262706645121605,0.9048410122547493,0.9997809515589726,0.9999999760744877,0.9999999165764836,0.9901815464229544,0.9973226260614215,0.9692846215378903,0.9055564987914239,0.9991276613466112,0.9954036174623434,0.9999535443387522,0.9995426552725275,0.9999999580261612,0.99997936014245,0.9998862914151669,0.9991077358578884,0.9941460936176937,0.9991340003328486,0.9997028863005089
0.9998726204422572,0.999999081699769,0.9990412828205651,0.9989956608031136,0.9987490462173357,0.9993344049463317,0.9466621922295914,0.9999998338425448,0.999998413061042,0.9993713098246663,0.8295649154832615,0.9069480328977615,0.9997908020018063,0.9999999778610558,0.9999999219561558,0.9903844377911816,0.9973975977025313,0.9699727685385185,0.9089290818941673,0.9991730779730383,0.9956620782022648,0.9999570437449931,0.9995684909571805,0.9999999606482948,0.9999801825458842,0.9998929571696856,0.9991750538642521,0.9943091499859718,0.9991566176467036,0.9997161863197608
0.9998780257300793,0.9999991276292185,0.9990986633666638,0.9990366043156628,0.9988237167376623,0.9993794303765634,0.9480775280396755,0.9999998463442811,0.9999984823854425,0.9993896904019204,0.8328093404560445,0.9090130909737463,0.9998002095661906,0.9999999795142172,0.999999926988913,0.9905831764259343,0.9974704753175123,0.9706459652004457,0.9121929078197655,0.9992161319256632,0.9959060651232969,0.9999602795588691,0.999592867762604,0.9999999631066219,0.9999809721809463,0.9998992322078345,0.9992372968549029,0.9944676898106358,0.9991786447497504,0.9997288911374398
0.9998832016740095,0.9999991712614753,0.99915261252088,0.9990758802436946,0.9988939350456953,0.9994214117402724,0.949457312611988,0.9999998579053833,0.999998548681456,0.9994075339176053,0.8360042136482907,0.9110368155824865,0.9998091941562723,0.9999999810439336,0.9999999316971264,0.9907778456927395,0.9975413171003421,0.971304515605318,0.9153506573174379,0.99925694592787,0.9961363822230085,0.9999632716339264,0.9996158680029434,0.9999999654113755,0.9999817303532312,0.999905139427158,0.9992948468655338,0.9946218368077278,0.9992000970188188,0.9997410273758354
0.999888158002779,0.9999992127114349,0.999203335144254,0.9991135563827691,0.9989599660317637,0.9994605546093074,0.9508023335632774,0.9999998685966247,0.999998612081375,0.9994248560457508,0.8391498270528739,0.9130198356382224,0.999817774782337,0.9999999824594229,0.999999936101725,0.9909685273503769,0.997610179644004,0.9719487185717562,0.9184050045867567,0.999295636347559,0.9963537895534728,0.999966038328579,0.9996375693551104,0.9999999675721497,0.9999824583163193,0.9999107003838221,0.9993480572548326,0.9947717113808452,0.999220989431415,0.9997526204677064
0.999892904032612,0.9999992520882464,0.9992510239064993,0.9991496977820733,0.9990220588924349,0.9994970507029824,0.9521133666323717,0.9999998784834542,0.9999986727117127,0.9994416720040019,0.8422464896578363,0.9149627793772462,0.9998259696008895,0.9999999837692144,0.999999940222287,0.9911553015790939,0.9976771179836347,0.9725788677043969,0.9213586122335201,0.9993323135243412,0.9965590055447899,0.9999685966186731,0.9996580451192392,0.9999999695979391,0.9999831572738476,0.9999159353711375,0.9993972548451986,0.9949174307056186,0.999241336576025,0.9997636947093247
0.9998974486847022,0.999999289495599,0.9992958600069467,0.9991843668548896,0.9990804480526319,0.9995310788175946,0.9533911755471587,0.9999998876263956,0.9999987306934564,0.9994579965668454,0.8452945266729166,0.916866273888253,0.999833795952945,0.9999999849812014,0.9999999440771294,0.9913382470084424,0.9977421856385571,0.9731952514446167,0.9242141266223592,0.999367082080085,0.9967527092144433,0.9999709622015808,0.999677364464598,0.999999971497176,0.9999838283814995,0.999920863493492,0.9994427419053886,0.9950591088122696,0.9992611526621555,0.99977427331116
0.999901800501948,0.9999993250319972,0.999338013853383,0.9992176234846815,0.9991353540344614,0.9995628056940831,0.9546365119140596,0.9999998960814195,0.9999987861423076,0.999473844078458,0.8482942787636127,0.9187309446650347,0.9998412704006053,0.9999999861026865,0.9999999476833875,0.9915174407447355,0.9978054346532284,0.9737981531228002,0.9269741736125088,0.9994000412136427,0.9969355422671151,0.9999731495924593,0.9996955926617642,0.9999999732777662,0.9999844727489143,0.9999255027359588,0.9994847979865077,0.9951968566662793,0.99928045153012,0.9997843784463146
0.9999059676649813,0.9999993587910173,0.9993776457011866,0.9992495251269689,0.9991869842757284,0.9995923868278843,0.9558501151288151,0.9999999039002848,0.9999988391689137,0.9994892284651854,0.8512461012938028,0.9205574151810945,0.9998484087620004,0.999999987140428,0.9999999510570914,0.9916929583981239,0.9978669156371243,0.9743878510120224,0.9296413546623622,0.9994312849805446,0.9971081110895204,0.9999751722132687,0.9997127913018153,0.999999974947122,0.9999850914415227,0.9999298700298381,0.9995236816219762,0.9953307822471987,0.9992992466605741,0.999794031296806
0.9999099580075184,0.9999993908615563,0.9994149062550249,0.9992801269071546,0.9992355339009601,0.9996199672247722,0.9570327123074229,0.9999999111308565,0.9999988898790886,0.9995041632476621,0.8541503635778716,0.9223463064857266,0.9998552261446664,0.9999999881006792,0.9999999542132377,0.9918648741092952,0.9979266778035901,0.9749646183830194,0.9322182432877962,0.9994609025584076,0.9972709886447302,0.9999770424750866,0.999729018503259,0.999999976512192,0.9999856854823068,0.9999339813143621,0.9995596319013719,0.9954609906256295,0.9993175511838068,0.9998032520977892
0.9999137790310596,0.9999994213280645,0.999449937235258,0.9993094817144572,0.9992811864476113,0.9996456821062333,0.9581850182361096,0.9999999178173978,0.9999989383740238,0.9995186615525824,0.8570074481432224,0.9240982368210933,0.9998617369774286,0.9999999889892265,0.9999999571658559,0.992033260575792,0.9979847690076755,0.9755287235603286,0.9347073818587969,0.9994889784987813,0.997424716270358,0.999978771854229,0.9997443291073809,0.9999999779794908,0.9999862558534919,0.9999378515947924,0.9995928699273389,0.9955875840384085,0.9993353778887967,0.999812060179816
0.9999174379189686,0.999999450270769,0.9994828719110763,0.9993376402921043,0.999324114549986,0.9996696575677075,0.95930773533925,0.9999999240008417,0.9999989847504902,0.9995327361241338,0.8598177500039982,0.9258138212598079,0.9998679550408586,0.9999999898114241,0.9999999599280704,0.9921981890779547,0.9980412357829855,0.9760804299794829,0.9371112787186098,0.9995155929661016,0.997569805384873,0.9999803709626425,0.99975877486265,0.9999999793551266,0.9999868034981693,0.9999414949971193,0.9996236001641258,0.9957106619620273,0.999352739232035,0.9998204740092113
0.9999209415499556,0.9999994777658833,0.999513835602288,0.9993646513239265,0.9993644805832738,0.9996920111927989,0.9604015536641837,0.9999999297190414,0.999999029101032,0.9995463993350993,0.8625816759467544,0.9274936713625306,0.9998738934963675,0.9999999905722264,0.9999999625121604,0.992359729504487,0.9980961233775647,0.9766199962451503,0.93943240560947,0.9995408219644089,0.997706739106189,0.9999818496129935,0.9997724045987924,0.9999999806448255,0.9999873293218561,0.9999449248195589,0.9996520116856894,0.9958303211843154,0.9993696473461239,0.9998285112266538
0.9999242965109892,0.9999995038858097,0.9995429461515667,0.9993905615174987,0.9994024372699685,0.9997128526263722,0.9614671508819123,0.9999999350070021,0.9999990715141495,0.9995596631976419,0.8652996438287764,0.9291383948550549,0.9998795649139951,0.999999991276218,0.9999999649296117,0.9925179503776477,0.9981494757888414,0.9771476761901149,0.9416731953889157,0.9995647375524408,0.9978359737865526,0.9999832168788626,0.9997852643911037,0.9999999818539561,0.9999878341939915,0.9999481535810386,0.9996782793307547,0.9959466558744209,0.9993861140481544,0.9998361886840396
0.9999275091096631,0.9999995286993294,0.9995703143688683,0.9994154156839586,0.9994381282508203,0.9997322841092562,0.9625051923026996,0.9999999398970952,0.9999991120744781,0.999572539373777,0.8679720818896641,0.9307485953243699,0.9998849812989564,0.9999999919276411,0.9999999671911708,0.9926729188780684,0.9982013357976547,0.9776637189350005,0.9438360400207617,0.9995874080476895,0.997957940467626,0.9999844811504015,0.9997973977155492,0.9999999829875516,0.9999883189493745,0.9999511930668451,0.9997025647716757,0.9960597576511204,0.9994021508478694,0.999843522479704
0.9999305853860364,0.999999552271783,0.9995960444496309,0.9994392568146337,0.9994716886223481,0.999750400977101,0.9635163309056289,0.999999944419256,0.9999991508629553,0.9995850391855431,0.8705994280767493,0.932324871933164,0.9998901541169968,0.9999999925304212,0.9999999693068902,0.9928247008692004,0.9982517450013837,0.9781683689486398,0.945923288824957,0.9996088982199794,0.99807304625953,0.9999856501858058,0.999808845595156,0.9999999840503304,0.9999887843895436,0.9999540543715995,0.9997250175034642,0.9961697156494863,0.9994177689556193,0.9998505279920756
0.9999335311239763,0.9999995746652431,0.9996202343682818,0.9994621261546016,0.9995032454428336,0.999767292125772,0.9645012073812121,0.9999999486011681,0.9999991879569835,0.9995971736248795,0.87318212938485,0.9338678191522358,0.9998950943186117,0.9999999930881902,0.9999999712861748,0.9929733609213928,0.9983007438462043,0.9786618661090024,0.9479372469708005,0.9996292694750963,0.9981816756474803,0.9999867311589066,0.999819646738192,0.9999999850467169,0.9999892312841018,0.9999567479397181,0.9997457757588836,0.9962766165859481,0.9994329792901117,0.9998572199118291
0.9999363518620182,0.9999995959386784,0.9996429762484886,0.999484063273306,0.9995329182086122,0.9997830404455018,0.9654604501861719,0.999999952468432,0.999999223430583,0.999608953363219,0.8757206412108126,0.9353780265102706,0.9998998123621817,0.9999999936043096,0.9999999731378226,0.9931189623356032,0.9983483716584931,0.9791444457645948,0.9498801741982922,0.9996485800289738,0.9982841917295112,0.9999877307031825,0.9998298376685821,0.9999999859808586,0.9999896603719894,0.9999592836035043,0.9997649673550831,0.9963805448217724,0.9994477924859639,0.9998636122726083
0.999939052903766,0.9999996161481072,0.9996643567115109,0.9995051061323402,0.9995608193023703,0.9997977232258859,0.9663946756095636,0.9999999560447218,0.9999992573545413,0.9996203887608031,0.8782154267232343,0.9368560783604427,0.9999043182360702,0.9999999940818891,0.9999999748700648,0.9932615671667436,0.9983946666754011,0.9796163387962495,0.9517542837527783,0.9996668850729128,0.9983809373886529,0.9999886549524558,0.9998394528489993,0.9999999868566436,0.9999900723627051,0.9999616706190099,0.9997827104768526,0.9964815824249988,0.99946221890106,0.9998697184803775
0.9999416393278523,0.9999996353467466,0.9996844572039338,0.9995252911505134,0.9995870544150712,0.9998114125336613,0.9673044878494316,0.9999999593519303,0.9999992897965534,0.9996314898757276,0.880666956247708,0.9383025536632986,0.9999086214797289,0.999999994523807,0.9999999764906008,0.9934012362466658,0.9984396660746133,0.9800777716792288,0.9535617415184666,0.9996842369302946,0.9984722364027917,0.9999895095785248,0.9998485247970389,0.9999999876777178,0.9999904679374791,0.9999639176997985,0.9997991144011973,0.9965798092308591,0.9994762686237223,0.9998755513414666
0.9999441159974779,0.9999996535851522,0.999703354305985,0.9995446532663045,0.9996117229430361,0.9998241755650885,0.9681904790992281,0.9999999624103036,0.999999320821357,0.9996422664727299,0.8830757066678788,0.9397180257853793,0.9999127312038596,0.9999999949327258,0.9999999780066346,0.9935380292067844,0.9984834060033223,0.9805289665455688,0.9553046653368501,0.9997006852052182,0.9985583944953133,0.9999902998259627,0.9998570841948596,0.9999999884474989,0.999990847750399,0.9999660330487296,0.999814280167604,0.9966753029007109,0.9994899514796943,0.9998811230893632
0.9999464875695447,0.9999996709113504,0.9997211200215783,0.9995632259978073,0.9996349183616209,0.9998360749746282,0.969053229643258,0.9999999652385639,0.999999350490862,0.9996527280317186,0.8854421608425539,0.9411030623130398,0.9999166561096701,0.9999999953111098,0.999999979424905,0.9936720045003468,0.9985259216064262,0.9809701412465941,0.956985124496579,0.9997162769234713,0.9986397003294942,0.9999910305442945,0.9998651599926635,0.9999999891691912,0.9999912124294917,0.9999680243878833,0.999828301198035,0.9967681389795161,0.9995032770389479,0.9998864454103129
0.9999487585034037,0.9999996873709662,0.999737822051153,0.9995810415002672,0.9996567285768502,0.9998471691815042,0.9698933079604489,0.9999999678540249,0.9999993788642735,0.9996628837560578,0.8877668070390625,0.9424582248809324,0.9999204045072662,0.9999999956612391,0.9999999807517165,0.9938032194243468,0.9985672470539796,0.981401509415538,0.9586051393818409,0.9997310566662315,0.998716426449489,0.9999917062177528,0.9998727795063508,0.9999999898457991,0.9999915625777615,0.999969898986732,0.9998412638703993,0.9968583909518972,0.9995162546223139,0.9998915294677754
